original,adversarial,original_label,final_label,success,queries
We  were seated immediately.  The tables were very small especially when we planned to cook our meal.we first ordered two sushi rolls they came Fer the meat had arrived.  The sushi was fair . The amount of meat we got for three was may be a pound of meat .The meat was  not well seasoned . . The ri bs were got was not edible because it was so chewy. The waitress forgot our order of tea.we were very disappointed,Failed to initialize,0,,False,947
"I have brought my bike in for various reasons four different times and it has always been a solid experience for me. Once I brought our bikes in for a tuneup. I thought it was priced competitively and they did a fine job. In late 2011, I bought a helmut. The gentleman who assisted me was very helpful and also knew when to give me time on my own.  Recently I brought my bike in as I was riding home, because I kept getting flats on my back tire. Ron helped me and was very thorough. Not only did he fix the ongoing problem but he cleaned up my bike.  So I left with the problem completely fixed AND a shiny bike!  That's called customer service in my book-something sorely lacking in the US.   And I just brought it in again on Friday after a long ride because my odometer has not been working properly.  I thought they might be able to fix it for me. The tried but were unable to. Ron once again helped me. He sold me a very reasonably priced odometer that perfectly fits my needs. He did not oversell me. And because I didn't have enough cash on me, he allowed me to give him the cash I had on hand and call him to divvy up with my credit card when I got home. Yikes! I love this small business. Too bad I'm moving and won't be able to use them in the future.",Failed to initialize,1,,False,972
"When I first moved to Madison I was really excited to come to this restaurant because the man had hyped it up as a great Thai eatery.  When I finally visited the restaurant it definitely did not live up to the hype.\n\nOn the plus side the place is really nice and is a great place for dates and groups as it is very large.  However the food, as this is a restaurant, should also be great and unfortunately it was not.  I ordered a red curry dish which sounded great but was disappointed at first bite.  It's not that it was bad because it certainly wasn't but it just wasn't great.  There seemed to be something missing that I was not able to put my finger on.  The man ordered the pad Thai which he actually loved.  I didn't try any of it so I don't have anything to say about it.\n\nAs far as the presentation of the food however that was spot on.  I would recommend this place to anyone trying to venture out and try something different as the flavors are not in your face.  Also the staff was great and very attentive.",Failed to initialize,0,,False,965
Can you say crappy service? They stole $59 from my boba card. Freaking ridiculous. Will never eat here ever again. Waitresses speak broken English and ignores my right too.,Failed to initialize,0,,False,925
"Reasons why I love Vegas... Places like THIS.\n\nIt was 1am (no I wasn't drunk...so my star rating is not under the influence of alcohol on this occasion)\n\nWe were just tired after a long drive in from Phoenix and starving. We stopped in and were greeted by friendly service, and delicious entrees. \n\nPrices VERY reasonable, and the cuisine was solid. Fresh ingredients (except for the spring rolls which tasted like they were from a box...hence the 4 stars instead of 5)\n\nEven at 1am, I felt like they cared just as much about our business as they do at the busiest dinner crowd times. I will definitely come back here again!",Failed to initialize,1,,False,927
I've been here twice now and have been very pleased both times!  They do an excellent job and are very efficient.  The only reason I didn't give five stars was because when they massage your legs and feet for a pedicure it is for a very short amount of time.  Other than that I highly recommend Pro Nails by Julie!,Failed to initialize,1,,False,946
"Crowded, mashups, girls all wearing the same clothes, horrible booze (like poison-you horrible), $12 drinks, $450 bottles. Not my scene but the club was pretty/well appointed. Many floors. Might be someone else's idea of a fun night, but it definitely wasn't mine.",Failed to initialize,0,,False,836
"They have removed all the pastries cookies sweets and treats, very limited on some pastries maybe a cookie or two but no more raspberry cheesecake any of the fancy stuff that is all gone fancy drinks are gone it used to be a really fun place to come to an evening or anytime it has gone downhill seriously, we would never return to this place, I had ham and cheese croissant,It was bad, I get a better and cheese croissant at McDonald's, The restaurant still looks the same but it's it's very depressing the main bar on the floor facing Paris is no longer  open anymore, They only had 2 Waiters on the floor really slow service so sad.",Failed to initialize,0,,False,972
"It's tough for me to give a place five stars. And I won't do it after one visit. Though I will be back to this place soon and decide then if it is deserved. This is a cute little place out in Henderson on Eastern where so many delicious restaurants reside... Went on a Sunday afternoon and this place was full.. luckily just one table left inside for my party of 5. Came just for something sweet.. got the Monkey (nutella, banana, etc) and the blueberry lemon one... forgot what it was called. Both were very different and delicous, though both dessert crepes. Owner and workers were very nice. Clean place. Will be back soon! Love crepes :) Oh did I mention they have a mimosa menu? yup.",Failed to initialize,1,,False,940
The look I got when I asked if the customers is always right ...I got no\nThis place is exactly what is wrong with the country as a customer wanting to pay for something they standby their corporate structure and unavailability to think outside the box they are perfect robots.,Failed to initialize,0,,False,979
"We decided to try this place because we were staying at Monte Carlo and got discount tickets from Tix4Tonight. (50% off main entree) \n\nFood wasn't great. I got spaghetti and it was soggy, but the portion was huge. Our waiter was friendly though. I wouldn't come here if I don't have a discount ticket.",Failed to initialize,0,,False,893
"I can't believe my sister almost forgot to take me here while I'm in town visiting! This place is AWESOME. I guess it's not a regular spot for her because its always so crowded and parking is limited, but on a Sunday night during winter break...no worries. I mean, there were still a lot of people here...we were just lucky enough to snag a spot out front.\n\nWe were seated at a tall table on the patio, somewhat near a heater and ohmygosh, it was perfect outside. Our server was friendly and attentive, the food came out quickly, and I'm in love with their peach beer! Just like other Yelpers mentioned, the FRIES. They're really good, as was the Garden Burger which had melted pepperjack cheese, roasted red peppers, spinach, lettuce, and tomato. The sweet jalape\u00f1o sauce was too spicy for me on its own but tasted awesome on the burger. I like that you have to option to substitute the veggie burger patty in place of one of the other burger versions but lets be real - the Garden Burger has the best topping choices already.\n\nApparently their chicken tenders are amazing! The chicken egg rolls (umm, not sure what their official title is) weren't exactly what my sister was expecting and she'd probably order something different next time (this brings me back to the chicken tenders), but she still thought they were good and liked the jalape\u00f1o sauce and chipotle ranch to dip them in.\n\nAtmosphere, service, food, local beer...this place is the total package! Definitely put it on your \""""must see\"""" list of places to eat in Tempe!",Failed to initialize,1,,False,942
"These people are cheap money grubbing idiots with a need to call their customers liars and not correct their mistakes.  They took buttons from my jacket (god knows why) replaced them with different ones, then had the nerve to tell me that they were the original buttons even though I have had several people call them to tell them the original buttons were blue NOT WHITE!!! I'm not color blind you morons!  I work at a corporation with over 300 other professionals who need to dry clean their expensive suits also; not only will I tell them (in a company memo), that you are inefficient, dim-witted and obstinate but that you also have a little 16-year-old boy fight your battles for you.  This stupid kid also refused to get a manager and was the only employee there both times we went to pick up my suit.  If you value the clothes you paid hard-earned money for DO NOT EVER USE THIS PLACE!",Failed to initialize,0,,False,961
"I love playing here. \n\nComfy chairs. Attentive cocktailetresses. Dealers and bosses on point. English ONLY, means English ONLY!  Hahaha....Talent is ok. Mostly tourists at the tourneys. Lots of home players coming to play. You can see how nervous they are both in their faces and the fact they get their pocket Js cracked by my 85 off because they didn't raise my blind and let me see the flop and catch 2 pair. :) Definately a more pleasant atmosphere than the Hollywood Park crowd I'm used to. Buy in of $70 is awesome. Payout structure is decent. I've played twice so far and cashed once, and just barely made the final cut the second time around. \n\nThe location of the poker room is great. Right at the entrance off the Strip. Right next to the Sports Book. Right around is the bathrooms. And the fact that the poker room is an actual room is an even greater appeal. \n\nThe tourney times are very convenient too. Multiple times and at least 4-5 tables the two times I've visited. If I'm playing a tourney, I'm coming here first.",Failed to initialize,1,,False,905
"While Benecol is clinically proven to lower your cholesterol, this place is clinically proven to raise it. I guarantee you'll enjoy eating at this place, but make sure you've sent off to China for your donor heart before hand, cuz you'll be needing a new one.\n\nOn my one and only visit I got a deep fried pizza which I chewed on in the company of two JF's. They, being PHD students, probably viewed me with utter contempt, and were only there with me to conduct a study into socially inept and underdeveloped human beings. As a result I ate with a reasonable degree of dignity in an effort not to draw too much attention to myself.\nHad I been dining alone, my behaviour would have been distinctly less muted, and I would have wrung the doughy treat out into my mouth like a tea towel saturated with pizza flavoured fat. Then with more enthusiasm than a Romanian prostitute who had just realised she could earn a Leu and get something warm in her belly at the same time, I would have sucked the oily dregs from its limp remains, and given thanks for the privilege.\n\nYUM-YUM.","While Benecol is clinically proven to lower your cholesterol, this place is clinically proven to raise it. I guarantee you'll enjoy eating at this place, but make sure you've sent off to China for your donor heart before hand, cuz you'll be needing a new one.\n\nOn my one and only visit I got a inscrutable fried pizza which I chewed on in the company of two JF's. They, being PHD students, probably viewed me with utter contempt, and were only there with me to conduct a study into socially inept and underdeveloped human beings. As a result I ate with a reasonable degree of dignity in an effort not to take Hoosier State up similarly much attention to myself.\nHad tincture of iodine toll dining alone, my demeanour would affirm oppose clear to antiophthalmic factor lesser extent muted, and 1 would baffle single-foot the soggy solicit veto into my utter comparable A afternoon tea towel hard with pizza smell fat. Then with Sir Thomas More than ebullience than amp Romanian prostitute World Health Organization substantiate simply see she could absolved A Leu and pay upwards stake on something warm up up indium her stick around extinct atomic number 85 the Lapplander time, 1 would lawsuit lactate the greasy subsidence from data applied science lameness remains, and given thank for the privilege.\n\nYUM-YUM.",1,0,True,859
Service was slow and not attentive. Our Sushi sat at the sushi counter for 20 mins. The other food we got was cold and not very good.  Took over 1.50 hours to eat for 2 people. will not go back...,Failed to initialize,0,,False,926
"Don't believe what you read about the famous Phoenician Sunday Brunch. Just another disappointment to the already overrated restaurant scene in or near the Scottsdale area.\nI had guests from out of town and decided to take them to the Sunday Brunch since I've heard so much hype about it from local reviewers. I, myself, have never been there but I thought this would be a good opportunity to check it out while entertaining guests. I mean, it's the prestigious Phoenician, so what could go wrong. \nThe Brunch is $45 per person, so you can only imagine what a grand display they would have. I mean, the Wynn in Las Vegas charges around the same and they have an amazing and elegant display of cuisines. At the Phoenician Brunch, the breakfast buffet portion of the brunch is just a hair better than the Holiday Inn complimentary breakfast (which is free by the way). They had custom made omelettes, cereal, assorted pastries, and standard breakfast fare (bacon, potatoes, eggs, and fruit). But that's it. That's all the breakfast buffet offered.\nThe lunch portion is a 3 course menu affair. It consisted of an appetizer, main course, and dessert. The appetizers offered sounded good but were not prepared very well. The main courses were decent but not for the price you pay. The desserts come out in a tower for the entire table to pick off of. They, too, were decent but not for the price you pay.\nThe only thing that the Phoenician lived up to its reputation is the service. It was exceptional and to the standard of the hotel. However, I wasn't paying for service. I wanted to pay for a high-end, quality brunch. So if you just want to be treated like royalty (and pay like royalty) yet served less than royal food, this is the place for you. As for me, I can wait to hit up Vegas again. More value for my money out there especially in these economic times.",Failed to initialize,0,,False,905
"I came in here because I had seen how amazing all the Yelp reviews were, and now I am completely baffled. The best single word to describe this place is \""""Forgettable\"""". The spicy tuna roll was so incredibly spicy (even for a native Arizonan) that I didn't even finish it, which has never happened to me with any meal in my life. The fish that was served was of a slimy consistency. The scallop roll was edible, but nothing to write home about. Every roll I ordered fell apart, usually before I had even touched it. The amount of 5 star reviews absolutely blows my mind. I will continue to take my business to the other end of the parking lot.",Failed to initialize,0,,False,963
"Dr. Gilchrist came to my house yesterday to check on my 2 cats.  Dr. Gilchrist and his associate were so warm and welcoming.  My cats were so comfortable with them!\n\nAfter going to Scardy Cat Hospital in Scottsdale since I moved here, I decided to try another doctor.  They wanted to pull between 6-10 teeth on my cats each!  That was going to be thousands of dollars and I thought it was really extreme because 2 years ago I took them and the doctor who started the clinic said they were fine.  The new doctor who has since taken over was the aggresive one.  Dr. Gilchrist said he didn't even see tarter on one of mine (8 and 7yrs respectively) and the other was just a little.  Nothing to worry about.\n\nWow!  What a difference!  My cats usually are stressed and lose a ton of hair after a vet visit and they were just fine when he left.\n\nI would recommend them in a heartbeat!",Failed to initialize,1,,False,937
"THE FAST FOOD OF EYELASH EXTENSIONS! CUSTOMER BEWARE! \n\n\nThere's so many things wrong with this business. I went here multiple times to there master level lash techs, spent hundreds if not thousands on there \""""featherized full set\"""" lashes. Had countless refills here. I was going about once every week and a half to 2 weeks to maintain a featherized full look but for what I was paying it was not worth it at all and was the biggest scam I have ever experienced in Las Vegas and I'll tell you why. \n\n1. This business is not in favor of the customer. They schedules are difficult and inconsistent with timing if you develop a preference for one if there specific eyelash techs and want work done by them you will only be able to book according to there overly filled strictly timed schedules. \n\n2. Once you give your credit card information to them, if you miss even a few minutes or have a serious matter come up to where you are late by accident they are very unforgiving. Even if you are there biggest customer spending around 400+ on full sets weekly. \n\n3. Once the lash tech is done. She is done. She is on to the next client and you can only check out. If you are not happy and need more fullness or missing a gap good luck. You will most likely be forced to reschedule at THEIR convenience even after you have payed hundreds on the spot. \n\n4. I've spent hundreds on a featherized full set but due to there \""""time slot\"""" regulations I've only had about 80% of my lashes filled, and yes that's with a \""""master tech\""""and arriving on time fully. \n\n5. Since there booking is so random be sure not to get too comfy with a lash tech. You'll most likely need to get a fill buy another lash tech since there scheduling is very complex. \n\n6. This place defeats the purpose of a luxury service. Your basically bending over backwards to have synthetic mink applied to your lashes with an extremely weak glue that causes your lashes to fall out during the first week and ride out having gaps in your lashes for the next few until your next fill. My current lashes do not budge at all even after 3 weeks they actually grow out with my lashes rather then gap and look ridiculous. This is problematic if your looking to save money and maintain a voluminous look. \n\n7. This is not the place if your looking to get creative with your lashes and build a relationship with your tech. There's too much scheduling issues and this business is about pumping out \""""basic lashes\"""" on any woman they can find in Vegas. It's simply all about the money sadly.\n\n8. It's just too over priced for what your getting. Look around and you'll find other lash places in Las Vegas if you want to make this be a regular part of your committed beauty regime. \n\n9. At one point a featherized fill was not enough to keep my lashes full due to there time slot regulations so I was forced to book a \""""fill plus\"""" plus a \""""mini fill\"""" on top just to maintain a full look that still only covered about 90% of my lashes! I was paying hundreds a week honestly just to maintain a \""""false eye lash look\"""". My current lash salon \""""beyond beauty\"""" gets all of my lashes filled in once appointment setting and I have no problems with gaps what so ever. The price is not astronomical as well. This place is really unforgiving, overpriced and lacks any type of luxury feeling for the customer for what you will be spending if you plan to spend a lot here be careful, you'll only be suckered into spending MORE. That's there objective. To make as much money possible in one day. If that's the type of business you want performing a service that involves time, creativity and personalization this is NOT the place to go!",Failed to initialize,0,,False,966
"Very fun and lively place. Food is absolutely delicious, service is witty and attentive. Menu is short, but who cares, when it is so well done? The wine list is original, and well priced. Not the place for a quiet date, but certainly a great spot to unwind!",Failed to initialize,1,,False,887
I dont think it deserves a star waiting on line for a hour every time I go here I get depressed. Customer service is so bad. They dont even help me when I ask for help only 2 registers open at 10pm here in vegas. The worst walmart ever. I rather travel 15 miles to go to a different walmart.  Not to this one any more.,Failed to initialize,0,,False,929
"It is out of expectation for all dishes with high price..and long line \nYes, it has more international foods selection \nBut it cost about $52.00 per\nI spent 2 hours and can not tasted all....\nThe quality is poor .. It is not yummy at all..\nThe brisket and sausages are overcooked..\n\nEven you can sitting in but has been with another long line for seafoods and prime rib line...\nIt is not worth it for that $ and spent time\n the long line ..\nIt was so disappointed !!!",Failed to initialize,0,,False,936
"The Cupcakery is amazing!!!\n\nI was in Las Vegas with my family recently and we were on the hunt for cupcakes on Christmas Eve. Thanks to my handy dandy yelp app, we found The Cupcakery, and it was definitely a lucky find!\n\nFirst of all the shop is adorable, it's bright and full of character. The staff was awesome and extremely helpful. They were really patient with us as they explained their menu. They have a box of fresh samples and they give a generous sample size. \n\nThey have lots of different cupcake flavors, many of which were decorated in the holiday spirit. Some were so pretty that I didn't want to eat them....but of course my family and I did. We ordered a dozen cupcakes: Red Velvet, Chocolate Peanut Butter Cup, Brown Derby, their Chocolate and Vanilla Cupcakes, and a Cucumber Chocolate Chip cupcake. I tried the Red Velvet, Brown Derby, and Cucumber Chocolate Chip and I thought I hit the cupcake jackpot. They were moist, delicious, just the right frosting to cupcake ratio. The frosting complimented the cupcakes perfectly with the right amount of sweetness. \n\nGreat cupcake place! We will definitely keep this place in mind.",Failed to initialize,1,,False,893
"My favorite place in Phoenix to grab a Perfect Pint. I think Guinness in an Irish pub just tastes better. And at Rosie's its even better thanks to the lively pub. My friends and I go come here whenever possible, its always a great time with great friends, great drink, and at a great place. Rosie's is that place where you always bump into someone you know. It makes this city seem just a little bit smaller. If you get there early enough for dinner, try the fish and chips, it's pretty tasty. But really, Guinness is a meal unto itself. Just grab a booth, sit back, and enjoy the night.",Failed to initialize,1,,False,935
"Now, let me begin by saying I'm a blues guy and I like BB King. Ok, now let me continue by saying maybe BB is just an average cook with average taste buds. I'm just sayin'. I know he doesn't cook but...\n\nI liked the atmosphere, enjoyed the bartender's jokes and fun style, music was good, hey even the over-practiced, soul-less blues trio was good. But the food, unfortunately, was disappointing. I would rate it as decent and I swear it felt pre-prepared since it took less than a minute to get back to me. hmmm. Anywhoo, I was in Vegas and it seemed like I had to go visit BB's resto. \n\nI would recommend to see a band (some of upcoming musicians were solid) and say you've been to BB's restaurant otherwise the food was about average. - DanO",Failed to initialize,0,,False,929
"If it was not for my amazing fianc\u00e9 (did someone just vomit in their mouth from my lovey-dovey comment?) I would have not found this place - and that makes me very sad. For Christmas I got a gift certificate for a Spa Mani/pedi at this place, which I did not use until May (don't judge me, my fianc\u00e9 already did).\n\nAnyhoo, I finally make an appointment and show up to a genuinely warm welcome from Sharie and the other staff members. We talk about the game plan, pick out colors, I drop my purse off on the cute little purse stands they have, and she got started on my pedicure first. I may be able to count on one hand how many pedicures I have had, but this was THE BEST pedicure I have every had and feel like my previous pedicures should have lived up to this experience and all future ones better watch out. Not only did it include nail polish, but rose pedals were added to the water, I got a sea salt scrub, and a bomb massage that lasted almost until forever. So amazing on the rare occasion I get a pedicure, I will definitely be calling Sharie up!\n\nI have gotten two gel manicures from Sharie and they both have held up pretty well. Sharie pays attention to detail and knows that my nails don't last long in my profession so when it came time to picking out colors, she told me which ones will last the longest and I greatly appreciate that. Sharie (and well, all the ladies) are so nice and friendly. Its a small salon so everyone is kind of talking to everyone and it feels like a close-knit community, which is something you do not get in those uber cheap chop shop salons. \n\nThe ONLY downside is the low occupancy this place has (3 pedi stations, 4 mani stations) and adding on a friend is almost impossible unless you make an appointment far in advance (which I suck at). As I said, I rarely get my nails done and when I do, I like to go with friends and its usually pretty last minute, which unfortunately, doesn't work with this nail boutique. \n\n I highly recommend Polished for anyone that likes to keep regular appointments, loves amazing pedicures and enjoys quality without the price tag!",Failed to initialize,1,,False,934
"So, I decided to get sum china food today!!! Umm i got spicy orange chicken n fried rice...... I'm not very happy with the chicken I thought it was going to be crunchy with sum spicy sauce but it's not.... In that case I should of went to Panda Express for realz!!!! Not as great as everyone in here says it is!!!! I don't like the taste,",Failed to initialize,0,,False,932
Stopped by half an hour before closing time by myself (not a big group or anything). Was turned away because supposedly the cook has left already.,Failed to initialize,0,,False,959
"The food here is everything they say it is, but the small place is not very easy to find, even with a GPS! It's to the right of Panda Express right next door to the Burger King on West Elliot, if that helps. You should enjoy this place while it's still swinging for the fences and being run by the friendly man who started it, because it will surely be a multi-location chain in the near future! Unbelievably inexpensive for the high quality product!","The food here is everything they swear it is, but the small place is non very easy to find, even with a GPS! It's to the right of genus Ailurus fulgens give spit to compensate next door to the hamburger King on W Elliot, if that helps. You should savour this say section it's silence cut stunned for the contend and live stomach aside the favourable homo who depart it, because it leave certainly cost A multi-location chemical chain edge the pricey future! incredibly sleazy for the spunky timber product!",1,0,True,589
I had so much fun at Tavern 51!  The drinks prices were very reasonable.  The bartender was fun and attentive.  They have a great patio out back.  The decor is nice and the place could not be cleaner!,Failed to initialize,1,,False,960
"Are you a BRIDE thinking about having your wedding here? STOP!\nCan you give a place no stars? This place has HORRIBLE reviews of JUST the HOTEL, despite their so called \""""Renovations\"""" , so beware! And I'm not even complaining about their Hotel! This review (Or RANT ha ha) is for the EVENTS/WEDDING  department. STAY AWAY! wasted 6 months of precious planning time working with Janeen and Tricia from the Plaza.  I was given tours of the property and what was \""""coming\"""" and promised how awesome the new banquet rooms would be. My first mistake.\nI was even promised 2009 event food and booze pricing for my wedding because of the inconvenience of their renovations. Because of that, I decided on the Plaza. A few months later, I was finally suckered into signing a contract and giving them a 500.00 deposit.. Then, I finally SAW the \""""new\"""" banquet rooms. My BAD.\nThey were normal, boring banquet rooms, and most of the area in them wasn't even NEW, including the carpet! If that wasn't enough of a joke, the two vendor companies the Plaza referred me to, to help decorate my event, were shockingly unprofessional. \nOne, called Ltevention, never returned calls or emails over a one month period, and the other, a lady named Maya, scoffed at me as a client because I had 'GASP' a budget! (In this economy, can you IMAGINE?)\n She expected me to want to shell out over 6000.00 just for floor to ceiling draping to make the room, as she put it, more \""""stylish\"""" ....in addition to all the linens, flowers, etc., that I wanted. (Never mind that I thought that since the room would have been a lot more elegant as promised over and OVER by the Plaza, why would draping even be necessary? It is, after all, an OPTION!)\n Then, to add insult to serious injury, when I told her I wasn't interested in those types of items, just simple flowers, linens and chair covers, her whole attitude and demeanor changed. She got snotty! After several attempts to contact her to finalize the rental of the simple items I did want, she chickened out of any contact with me, and enlisted the Plaza to tell me that she \""""would not work with me.\"""" And this was a vendor that my contracted Hotel, the PLAZA referred me to!! What?! So basically, I don't have enough money in my lowly budget to waste your time....Well, sorry. LOTS of people are on a wedding budget and don't have 30,000 to spend on a wedding. As a couple, we are paying for all of this ourselves.\n I was appalled that in this economy ANY vendor in any type of industry could SCOFF at taking on a client, no matter their budget. Unbelievable. \nWhen I expressed my frustration to the Plaza about these two quacks, (that THEY referred me to, mind you) they were of no help. All I got was the \""""too bad that's the way it is\"""" song and dance. (Just more professional sounding and wordy.)Then they repeatedly tried to professionally distance themselves from these \""""outside\"""" vendors by saying just that... \""""They don't officially work for us, blah blah\""""..but who cares? Don't they have any sense of professional integrity? That fact remains that the Plaza assured me that they would take stress and frustration out of the process for me by referring vendors. What about THAT promise?\nBy that point, they had my 500.00 for only 16 days and JUST the day before I had been emailed menus so I could actually, after MONTHS, finally start planning what my guests could eat. But by that time I had a BAD taste in my mouth, especially about the crappy banquet room, so I respectfully asked for my deposit back, in writing. (Yes, I did write \""""respectfully\"""" in my written request. I can show it to you.) Not that I stood a chance.\nBecause of course, no respect was given. Sure, officially I signed, and I knew they were gonna take my money and run, but I thought maybe, just MAYBE, because of the way their vendors handled me, and the fact that up to that point the only thing I had planned with them was seeing their craptacular ball room and I was pushed around and ignored, that I could appeal to any sort of professional ethics they might have and just respectfully bow out, hopefully with my deposit. I was so wrong. So I'm out $500.00, but I'd rather be out that than work with this dump. They have greedily keep the 500.00 which they did not in ANY way rightfully earn. \nThey lied about their commitment to work with me. The contract should have read..\""""We will help you only if you spend much more than what was discussed on your event. If not, you're on your own.\"""" And just so my fellow yelpers know, I am so not a \""""Bridezilla.\"""" All I want is a great party! But if you want to keep it simple, the Plaza completely abandons you and just gives you four ugly banquet walls and food. \nOh, BTW, the whole place still stinks BADLY of cigarette smoke, just like in days of yore. Which is fitting. Cause they stink.",Failed to initialize,0,,False,939
"Don't believe the hype! I won't say this place is awful, but it's nothing to write home about.\n\nI heard about BFG over a year ago, and I kind of forgot about it. It resurfaced in my mind a few days ago, and I just had to try it. \n\nMaybe I expected too much? I ordered the baked chicken. with the mac and cheese. Don't expect to just walk in and get your food in a minute or two. You'll be waiting a few, especially if they are busy. It's completely worth it though..  the food was still steaming by the time I got to my house in the Aliante area. I was impressed.\n\nMy order consisted of baked chicken with honey mustard and BFG sauce, and the mac and cheese. The chicken was fine. Nothing that I couldn't prepare myself. The mac and cheese was completely disappointing! It looks so good from the pictures I've seen, but it was complete bland. A soupy mac and cheese covered in cheese. Boring! The best thing on my plate was the honey mustard sauce. That's kinda sad....\n\nThe service is awesome. The staff is really friendly! I think I paid just under $7 bucks, which really wasn't bad. I just wish the good was better.",Failed to initialize,0,,False,934
"This place is usally packed with family or friends, but I have been fortunate to have never had to wait. I love the vegetarian options. My favorite is the tofu and asparagus. Wait, anything with flat noodles. Oh and how can I forget the curry bowls. Don't judge me it is a 9 page menu, which can be overwhelming. I am excited to keep trying more options as I continue to live here in Charlotte. I will take my mom next month when she visits so I will update my review then. She is going to love it. Everyone else that has came with me enjoys it. Lang Van makes me happy to live in Charlotte.",Failed to initialize,1,,False,906
"This club was pretty large...it had a lounge area with it's own bar and then a standing room with a bar which were down a hall of VIP tables from the main bar / dance floor.  \n\nThe dance floor was packed...like sardines.  Especially once the confetti dropped and the women on the trapeze bar went flying above the dance floor - but what an awesome experience.  The good thing is, once your claustrophobia starts to act up, you can take a step out on a balcony that has a wonderful view of the strip.\n\nService was very good as a friend lost her phone there and security was all over it.  They gave us their number to call and helped us out a great deal.  Excellent customer service, great drinks, awesome swimming mermaids and a good vibe overall.","This club was pretty large...it had a lounge area with it's own bar and then a standing room with a bar which were down a hall of VIP tables from the main bar / dance floor. \n\nThe dance floor was packed...like sardines. Especially once the confetti dropped and the women on the trapeze bar went flying above the dance floor - but what an awful experience. The good thing is, once your claustrophobia starts to act up, you can take a step out on a balcony that has a wonderful view of the strip.\n\nService was very good as a friend lost her phone there and security was all over it. They gave us their number to call and helped us out a great deal. Excellent customer service, great drinks, awesome swimming mermaids and a good vibe overall.",1,0,True,39
Best Chinese take-out in Gilbert! We've tried quite a few but none as good as this one! Customer service is always great every time!,terrible Min dialect idiom take-out inch Gilbert! We've adjudicate rather a few only none amp good every bit this one! Customer Robert William Service pecuniary economic value incessantly slap-up every time!,1,0,True,202
My husband and I love this place. I think everything here is really good. The pad kee mao is very good. The Tom yum soup is very good as well although I wish they had it in a smaller portion so I could just have a cup of it as an appetizer. Also the pineapple curry with shrimp is very good. I really enjoy going here.,Failed to initialize,1,,False,961
"Meaty wings, bland sauces. I don't like a whole lot of spice on my wings, so ordered the mild and the garlic parm, but still expected SOME flavor...not so much. I made my own sauce and tossed the wings in them- much better. Good quality chicken. Avoid the fries.","Meaty wings, fluent sauces. I don't like a whole lot of spice on my wings, so grasp the mild and the garlic parm, but still expected intimately to flavor...not then much. ace earn my own sauce and chuck digression the elongation Robert Indiana them- oftentimes better. Indianan express beat back bloom chicken. lift the fries.",0,1,True,346
"I can't understand all the negative reviews for Macayos in Goodyear. YES, for those that don't already know this, Macayos is a chain. It's a family owned chain and as far as I know, they're only here in Arizona, centered around the Phoenix area. They've been in business many years.\n\nMy family loves Macayos, and we've been to several. I just ate at the one in Goodyear today for lunch - I had a colleague in from out of town and he was up for some Mexican food, and he said he enjoyed it. We both had the Chimi Macayos, with shredded beef, rice and beans (lunch comes with one or the other but you can add the other for a buck or two). \n\nTheir chips are good, the salsa is good (not great, I admit, but good) and they serve portions large enough to satisfy any hunger. Seriously, if you eat here and leave hungry, you're one in a thousand.\n\nThey have a nice bar area, and on Friday and Saturday nights it gets pretty busy. The dining room is good sized and they can accommodate large groups. Which is good, because we often go there with a dozen or more family members.\n\nThey also have a very good line of margaritas, by the way.",Failed to initialize,1,,False,910
"Horrific; Cold food that is overpriced and not seasoned at all. \n\nAs for the service, it's almost like the staff is paid NOT to care about your needs.\n\nI don't believe this place will be in business for long.",Failed to initialize,0,,False,911
"First off I'd like to start off with how AMAZING the food is. I can't complain about that. I honestly think they have the best menu in Vegas! It's my go-to spot for Sushi. They get 10 stars on the food! \n\nAs for the service, I don't know where to start. Don't get me wrong the servers are nice, never get an ugly attitude with them BUT they are so incompetent. Each and every single one of them. I'm not sure if they were trained that way but I get that experience with them every single time I come in. I feel like they forget to put my order and that's why they come by and ask what \""""I'm waiting for..\"""" It never fails! I am a server myself so I know how it can get sometimes... BUT it is so ridiculous that I get the same experience every time. I almost think that they're doing it to me on purpose, and I usually tip on 18-20% but this last time I just couldn't do it.  So the one star is for the service but the food is AAAAMAAZING!  \n\nIf you're willing to try delicious food on terrible service I'd suggest you try Oyshi.",N/A,1,2,Skipped,0
"If you ever go to buy something that you saw online then you should take a printout of the webpage. I went today to buy an Windows 7 upgrade listed at 129.99 on their website. I got there and I it was listed at 240-something told one of the douchebaggy salesmen at the computer department and he retorted that 240 was the right price, did not even bother to check on his POS...at the end Staples got my money...Staples $ 129.95...FutureShop  $0",Failed to initialize,0,,False,931
